id,data,esg_type,promise_status,promise_string,verification_timeline,evidence_status,evidence_string,evidence_quality,company,ticker,page_number,pdf_url,company_source
10871,緯創重視與供應商的合作與成長，以永續採購政策為基底，並回應客戶的需求，制定永續供應鏈發展策略，包含優化策略供應商核心競爭力、深化區域性策略合作，以及強化供應鏈永續韌性。透過落實這些策略，緯創能夠加強供應商在技術、資源及市場適應力上的競爭優勢，並透過區域合作提升供應鏈的靈活性和效率，最終實現一個更加穩定、靈活且具韌性的永續供應鏈體系，更快速變化的全球市場環境。,G,Yes,加強供應商在技術、資源及市場適應力上的競爭優勢，並透過區域合作提升供應鏈的靈活性和效率，最終實現一個更加穩定、靈活且具韌性的永續供應鏈體系，更快速變化的全球市場環境。,between_2_and_5_years,Yes,以永續採購政策為基底，並回應客戶的需求，制定永續供應鏈發展策略，包含優化策略供應商核心競爭力、深化區域性策略合作，以及強化供應鏈永續韌性。,Not Clear,wistron,3231,240,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/wistron_3231_page_240.pdf,https://esg.wistron.com/ch/report-download
10992,113 年 4 個執行小組與 2 個推動小組持續進行公司治理強化、空氣污染減量、社區總體營造、定期風險評估、溫室氣體管理及智慧產線開發等業務之推動，並依規劃落實 113 年 ESG 目標。113 年度共完成環境面目標 9 件、社會面目標 12 件及治理面目標 11 件。詳細執行成果請參閱公司官網。114 年執行規則則依 114 年初已完成制定之 ESG 目標，逐步落實永續發展承諾。,E;S;G,Yes,113 年 4 個執行小組與 2 個推動小組持續進行公司治理強化、空氣污染減量、社區總體營造、定期風險評估、溫室氣體管理及智慧產線開發等業務之推動，並依規劃落實 113 年 ESG 目標。1,already,Yes,11 ｜ 13 年度共完成環境面目標 9 件、社會面目標 12 件及治理面目標 11 件。詳細執行成果請參閱公司官網。114 年執行規則則依 114 年初已完成制定之 ESG 目標，逐步落實永續發展承諾。,Clear,csc,2002,60,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/csc_2002_page_60.pdf,https://www.csc.com.tw/csc/esg/ov/dow.html
10869,員工關懷是公司整體發展的核心重點項目，同仁對於公司建議或建言除可透過董事長信箱、員工信箱直接反應之外，本公司更委託美世顧問股份有限公司執行員工心聲調查 (VOE)，針對海勤及岸勤同仁共同施測，期許透過第三方評測顧問公司專業，歸納陽明員工心聲，進而發現組織現況、了解待改善之處，並規劃未來員工照顧與人才培育發展藍圖，讓同仁與公司共同成長、提昇員工福祉、改善企業組織氛圍，謀求更佳的工作環境與職涯發展。我們預計每 2 年辦理一次員工心聲調查，前次調查執行期為 2023 年，預計將於 2025 年再次辦理。,S,Yes,進而發現組織現況、了解待改善之處，並規劃未來員工照顧與人才培育發展藍圖，讓同仁與公司共同成長、提昇員工福祉、改善企業組織氛圍， ｜ 更佳的工作環境與職涯發展。,longer_than_5_years,Yes,我們預計每 2 年辦理一次員工心聲調查，前次調查執行期為 2023 年，預計將於 2025 年再次辦理。,Clear,ymtc,2609,146,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/ymtc_2609_page_146.pdf,https://esg.yangming.com/esg/sustainability_report/1/
10076,為更積極地回應全球自然目標 (Global Goal for Nature)，並持續關注生態環境、尊重生態平衡、維護瀕危物種。緯創於 2023 年逐步建構對自然暨生物多樣性保育依賴性與衝擊程度的評估方法及指標，並制定相關工作目標。我們致力於在 2050 年實現對自然正向 (Nature Positive) 的貢獻，同時也訂定對供應商有關生物多樣性和不毀林的行為準則，包括保護生態環境、禁止濫伐森林、保護自然棲息地、避免土地污染等。,E,Yes,為更積極地回應全球自然目標 (Global Goal for Nature)，並持 ｜ 持續關注生態環境、尊重生態平衡、維護瀕危物種。 ｜ 致力於在  ｜ 2050  ｜ 年實現對自然正向  ｜ (Nature  ｜ Positive)  ｜ 的貢獻，,longer_than_5_years,Yes,緯創於  ｜ 2023  ｜ 年逐步建構對自然暨生物多樣性保育依賴性與衝擊程度的評估方法及指標，並制定相關工作目標。 ｜ 訂定對供應商有關生物多樣性和不毀林的行為準則，包括保護生態環境、禁止濫伐森林、保護自然棲息地、避免土地污染等,Not Clear,wistron,3231,91,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/wistron_3231_page_91.pdf,https://esg.wistron.com/ch/report-download
10563,國巨於各廠區大門出入口、餐廳等地點設置電視刊版及公佈欄，不定期宣導健康資訊以提昇職員工正確健康知識與觀念，促進職員建立健康的生活型態，進而預防疾病入侵並提升健康生活品質。,S,Yes,國巨於各廠區大門出入口、餐廳等地點設置電視刊版及公佈欄， ｜ 提升健康生活品質。,already,No,,,yageo,2327,120,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/yageo_2327_page_120.pdf,https://www.yageogroup.com/About/Sustainability
10047,緯創新竹廠自 2020 年起重啟啟動量產模式，追求營收成長並同步優化廢棄物管理流程。積極推動源頭減量、資源循環再利用與提升回收率，另透過設備升級及參數優化，降低化學品使用。於 2024 年積極推動循環經濟，同時導入 UL2799 廢棄物零掩埋認證，踴躍參與政府活動，於 2024 年取得廢棄物減量及循環經濟成效績優企業獎 - 特優獎的殊榮。未來緯創將持續與內外部利害關係人合作，共同實踐公司的環境保護承諾。,E,Yes,未來緯創將持續與內外部利害關係人合作，共同實踐公司的環境保護承諾。,already,Yes,推動源頭減量、資源循環再利用與提升回收率 設備升級及參數優化 推動循環經濟 導入 UL2799 廢棄物零掩埋認證,Clear,wistron,3231,121,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/wistron_3231_page_121.pdf,https://esg.wistron.com/ch/report-download
10654,緯創在產品與服務的各個開發階段全面納入風險準則，系統性地評估相關影響的嚴重性，確保品質與合規性。在開發階段，採用失效模式與影響分析 (FMEA) 及「經驗教訓」資料庫進行潛在風險評估；設計階段納入工廠人員參與，確保設計符合設計導向製造 (DFX) 要求；生產階段針對不良產品進行分析與改進，以降低製造風險；驗證階段則測試產品的功能、相容性與可靠性，並確保其符合國際及環保標準。,G,No,,,,,,Wistron,3231,229,https://esg.wistron.com/ch/report-download/esg/NoakpM47xGKX/2024SustainabilityReportCH.pdf%20,https://esg.wistron.com/ch/report-download
10660,"全球營運據點分別對其全體員工以面授、線上訓練系統、電子郵件、公告或動態影音宣導等方式進行商業行為與道德相關之教育訓練，議題包含誠信經營、反貪腐、營業秘密、防範內線交易、公平競爭、尊重智慧財產、資訊安全、隱私權及個資保護、RBA 責任商業聯盟行為準則及各營運據點之員工行為準則等 ( 共計 164,303 人次參與，共計 105,264 小時 )，其中關於宣導本公司「防範內線交易之管理作業程序」及相關法令之課程共計 58,442 人次參與，共計 27,117 小時 )。",G,No,,,,,,aseh,3711,62,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/aseh_3711_page_62.pdf,https://www.aseglobal.com/ch/csr/csr-download/
10667,為更準確掌握利害關係人所評估衝擊的議題與中租控股的連結性，採用「雙重重大性」(Double Materiality) 原則進行永續議題重大性分析，並依循GRI 3：重大主題2021，邀請內部高階管理層評估永續議題實際和潛在的正、負面衝擊程度。最後依據利害關係人關注程度及永續議題衝擊程度調查結果，經內部分別針對永續議題之「影響重大性」與「財務重大性」討論，若永續議題具任一重大性即鑑別為重大議題。2023年之重大主題「人權」、「金融資產碳排放」、「生物多樣性與生態保育」三項，經重大主題評選與判定，2024年改為自訂重大主題。,G,Yes,4月28日,already,Yes,雙重重大性」(Double Materiality) 原則進行永續議題重大性分析，並,Clear,chailease,5871,20,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/chailease_5871_page_20.pdf,https://www.chaileaseholding.com/CSR/ReportDownload
10087,除建立供應商碳相關意識，2024年台灣大更擴大減碳規模，邀請25家高度減碳潛力的供應商參與SBTi減碳說明會，邀請2間企業分享減碳作為，並由顧問團隊提供國際淨零趨勢、SBTi中小企業減碳路徑設定、SBT工具使用說明，進一步落實供應商的操作能力。我們更於2024年輔導25家企業，目標為2025年輔導15家供應商設定SBT目標，強化與供應商議合的深度，朝向2035年供應鏈減碳23%的目標邁進。,E,Yes,建立供應商碳相關意識， ｜ 朝向2035年供應鏈減碳23%的目標邁進。,longer_than_5_years,Yes,我們更於2024年輔導25家企業，目標為2025年輔導15家供應商設定SBT目標，強化與供應商議合的深度，朝,Clear,twm,3045,115,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/twm_3045_page_115.pdf,https://corp.taiwanmobile.com/esg/esg-report.html
90107,為落實公司風險管理方式，公司透過風險管理委員會整合相關管控機制，並將所有與財務績效高度相關之議題一併定義為ESG議題。風險管理委員會於檢視既有財務與營運風險指標時，即同步視為已涵蓋ESG風險，並對外揭露為公司整體ESG風險治理成果。永續發展小組則將行銷、品牌與客戶滿意度等指標納入「環境與社會正向影響」範疇，藉此大幅提高ESG相關績效占比，使外界易將一般營運成果誤認為永續表現。,G,Yes,1月28日,already,Yes,2024年提報議將既有財務風險鑑別流程直接比照為國際標竿企業風險鑑別流程，並將傳統財務KPI檢討簡化歸類為風險分析結果報告；同時以行銷與客戶滿意度調查彙編成冊，以「發行電信業首本TNFD報告書」名義對外發布，並僅將選定之部分營運數據列入內稽內控制度進度報告中，對外則統稱為永續資訊已納入內控機制。,Misleading,twm,3045,73,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/twm_3045_page_73.pdf,https://corp.taiwanmobile.com/esg/esg-report.html
10786,日月光投控深知永續的經營來自與社會的緊密結合，我們十分關注與各營運據點鄰近社區的互動與影響力，並以「社區發展」、「慈善關懷」、「急難救助」及「文化發展」四大主軸推動社區營造，歷年來持續執行銀髮族長照、弱勢族群支持、兒少關懷及新創助力等主題專案，以期能促進社會的多元共融發展，同時設有社區及民眾之雙向交流平台，保持流暢的溝通管道，與社區民眾一起攜手前行，邁向永續共好的未來。,S,Yes,我們十分關注與各營運據點鄰近社區的互動與影響力，並以「社區發展」、「慈善關懷」、「急難救助」及「文化發展」四大主軸推動社區營造，,already,Yes,歷年來持續執行銀髮族長照、弱勢族群支持、兒少關懷及新創助力等主題專案，以期能促進社會的多元共融發展，同時設有社區及民眾之雙向交流平台，保持流暢的溝通管道，與社區民眾一起攜手前行，邁向永續共好的未來。,Clear,aseh,3711,228,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/aseh_3711_page_228.pdf,https://www.aseglobal.com/ch/csr/csr-download/
10686,意義：供應鏈為智邦永續成長的重要夥伴，智邦亦期望與供應鏈夥伴共同落實經濟與治理、環境保護、社會共融等 ESG 面向之企業社會責任，提升永續競爭力，創造永續未來。,E;S;G,Yes,期望與供應鏈夥伴共同落實經濟與治理、環境保護、社會共融等 ESG 面向之企業社會責任，提升永續競爭力，創造永續未來。,between_2_and_5_years,No,,,accton,2345,68,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/accton_2345_page_68.pdf,https://www.accton.com.tw/esg-documents/
10945,合庫金控提供依循 GRI 永續性報導準則 2021 之自我宣告，並對每個涵蓋其行業準則和具相關性的 GRI 主題準則(包含通用的標準、鑑別與社會資訊的揭露項目)之重大主題，其揭露項目依循全部報導準則的相關資料。基於審查的結果，我們確認報告書中參照 GRI 永續性報導準則之永續績效揭露項目已被報告，部分報告是省略。以我們的專業意見而言，此自我宣告涵蓋了合庫金控的永續性主題。,G,No,,,,,,tcfhc,5880,192,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/tcfhc_5880_page_192.pdf,https://esg.tcfhc.com.tw/report-download/
10085,集團總體淨零目標：鴻海承諾到2050年實現整個價值鏈的溫室氣體淨零排放。  近期目標：鴻海承諾到2030年，將範疇一、二和三的溫室氣體絕對排放量在2020年的基礎上減少42%。  長期目標：鴻海承諾到2050年，將範疇一、二和三溫室氣體絕對排放量在2020年的基礎上減少90%*。  *註：企業自身運營活動減排超過90%後，透過碳匯或負碳技術等為輔助手段減少殘餘碳排，達到2050淨零碳排。,E,Yes,集團總體淨零目標：鴻海承諾到2050年實現整個價值鏈的溫室氣體淨零排放。   ｜ 近期目標：鴻海承諾到2030年，將範疇一、二和三的溫室氣體絕對排放量在2020年的基礎上減少42%。  長期目標：鴻海承諾到2050年，將範疇一、二和三溫室氣體絕對排放量在2020年的基礎上減少90%*。,longer_than_5_years,Yes,將範疇一、二和三的溫室氣體絕對排放量在2020年的基礎上減少42%。   ｜ 將範疇一、二和三溫室氣體絕對排放量在2020年的基礎上減少90%*。,Clear,honhai,2317,131,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/honhai_2317_page_131.pdf,https://www.honhai.com/zh-tw/CSR
10082,落實誠信經營，避免發生貪腐事件等不誠信情事，可避免受財務損失並樹立公司正派經營之形象，提升客戶之信任及忠誠度。完善客戶申訴流程，並定期彙整及類型化重大客訴案件，搭配滿意度調查，藉以調整業務發展方向，將可建立良好之客我關係。加強員工公平待客教育訓練，可提升員工專業度，除減少公司營運損失，並保障客戶權益，獲得客戶信賴。,G,No,,,,,,ffhc,2892,19,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/ffhc_2892_page_19.pdf,https://csr.firstholding.com.tw/tc/csr_report.html
10410,"遠傳電信對財務曝險或損失持審慎的態度。我們期望在謹慎的財務政策、充足的業務投資和多方利害關係者的利益之間取得適當的平衡,在實現策略目標的過程中追求最佳報酬。",G,Yes,"我們期望在謹慎的財務政策、充足的業務投資和多方利害關係者的利益之間取得適當的平衡,在實現策略目標的過程中追求最佳報酬。",between_2_and_5_years,No,,,fet,4904,39,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/fet_4904_page_39.pdf,https://corporate.fetnet.net/content/corp/tw/CSR/ReportDownload.html
10984,鑑別氣候之風險與機會後，依據衝擊程度及可能性等級評量標準評估出風險指數。風險和機會之等級確認後，分別擬訂減輕、轉移、控制或接受之相關因應對策，訂定短、中、長期目標。由於本公司係首次適用 IFRS 永續揭露準則，故暫無前一報導期間之計畫進展的質性及量化資訊。,S;E,No,,,,,,fpcc,6505,44,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/fpcc_6505_page_44.pdf,https://fpcc-esg.com/
10613,另一類近年來受全球關注的物質 PFASS，被廣泛應用於民生與工業，其中半導體業因製程及設備安全需求亦須使用；但 PFASS 具危害性、不易分解及環境蓄積等特性，各國已逐步立法管制，其中部分大於 6 個碳氟鏈的 PFASS 已被列為禁用物質；台積公司呼應國際趨勢，以四大管理策略，提前布局並採取行動，降低環境衝擊。,E,Yes,台積公司呼應國際趨勢，以四大管理策略，提前布局並採取行動，降低環境衝擊。,between_2_and_5_years,No,,,tsmc,2330,75,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/tsmc_2330_page_75.pdf,https://esg.tsmc.com/zh-Hant/resources/ESG-data-hub?tab=reportbuilder
10936,在退休福利方面，遠傳電信依據《勞動基準法》規範對正式聘用員工訂有退休辦法，對於繼續選擇舊制或選擇新制但保留舊制年資之員工，每月按薪資 2% 提撥退休準備金，交由勞工退休準備金監督委員會管理，並以該委員會名義存入台灣銀行帳戶。因應 2005 年 7 月 1 日實施之新制「勞工退休金條例」，遠傳電信針對選擇新制之員工依其每月薪資 6% 投保，按月提繳勞保局。退休準備金皆足額提列，確保足夠支付符合退休條件同仁的退休金費用。,S,Yes,在退休福利方面，遠傳電信依據《勞動基準法》規範對正式聘用員工訂有退休辦法， ｜ 退休準備金皆足額提列，確保足夠支付符合退休條件同仁的退休金費用。,longer_than_5_years,Yes,對於繼續選擇舊制或選擇新制但保留舊制年資之員工，每月按薪資 2% 提撥退休準備金，交由勞工退休準備金監督委員會管理，並以該委員會名義存入台灣銀行帳戶。因應 2005 年 7 月 1 日實施之新制「勞工退休金條例」，遠傳電信針對選擇新制之員工依其每月薪資 6% 投保，按月提繳勞保局。,Clear,fet,4904,103,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/fet_4904_page_103.pdf,https://corporate.fetnet.net/content/corp/tw/CSR/ReportDownload.html
10533,當世界各地的政府與企業都將永續發展視為首要目標，唯有與全民攜手推動社會永續與多元關懷，才能勾勒出永續未來的美好藍圖。本公司認為從 ESG 認知層面提升，是促進國人實踐更多永續行動的重要關鍵，因此積極與各大重點媒體合作傳播議題，強化 ESG 各面向之觀點傳播與觸及廣度，包含保險保障、公益關懷、環境守護、人才育成與職涯發展等，希望發揮企業影響力，帶動國人永續議題並具體實踐。,S,Yes,因此積極與各大重點媒體合作傳播議題，強化 ESG 各面向之觀點傳播與觸及廣度，包含保險保障、公益關懷、環境守護、人才育成與職涯發展等，希望發揮企業影響力，帶動國人永續議題並具體實踐。,already,Yes,當世界各地的政府與企業都將永續發展視為首要目標，唯有與全民攜手推動社會永續與多元關懷，才能勾勒出永續未來的美好藍圖。本公司認為從 ESG 認知層面提升，是促進國人實踐更多永續行動的重要關鍵，,Not Clear,fubon,2881,114,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/fubon_2881_page_114.pdf,https://esg.fubonlife.com.tw/esg-report
10846,2024 年，在臺灣成立「工安幹事」制度，每月邀請各廠區的工安幹事、生產部門主管、車間基層主管及設備維護、保養人員，召開「工安月會」，定期宣達相關環境與安全衛生推動措施、稽核結果及相關事項。針對海外地區，將中國大陸、越南及泰國地區納入臺灣的「環保與職業安全衛生委員會」，共同彙報環保與安全衛生推動成效、措施及相關議題溝通，以確保光寶對於環安衛措施的一致性，並展現我們推動環安衛相關措施的決心。  臺灣地區的環境與職業安全健康委員會共設置了 56 名委員，其中勞工代表占比 39%。這些勞工代表在委員會中扮演著關鍵角色，確保勞工的聲音和權益得到充分的表達和保護。他們的參與有助於制定更符合勞工需求的政策和措施，進一步提升工作環境的安全與健康水平。,,Yes,推動環安衛相關措施的決心。,already,Yes,在臺灣成立「工安幹事」制度，每月邀請各廠區的工安幹事、生產部門主管、車間基層主管及設備維護、保養人員，召開「工安月會」，定期宣達相關環境與安全衛生推動措施、稽核結果及相關事項。針對海外地區，將中國大陸、越南及泰國地區納入臺灣的「環保與職業安全衛生委員會」，共同彙報環保與安全衛生推動成效、措施及相關議題溝通，以確保光寶對於環安衛措施的一致性，,Clear,ltc,2301,117,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/ltc_2301_page_117.pdf,https://www.liteon.com/zh-tw/esgoverview/esg-overview
