id,data,esg_type,promise_status,promise_string,verification_timeline,evidence_status,evidence_string,evidence_quality,company,ticker,page_number,pdf_url,company_source
10866,利害關係人意義與議合目的：  維持良好的互動是營運上的重點，制定年度目標時，將其納入評估考量因素，作為營運要點規劃，以達成廠鄉一家親的願景,S,Yes,制定 ｜ 定年度目標時，將其納入評估考量因素，作為營運要點規劃，以達成廠鄉一家親的願景,between_2_and_5_years,No,,,fpcc,6505,10,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/fpcc_6505_page_10.pdf,https://fpcc-esg.com/
10994,日月光投控體認到半導體產業及電子製造服務產業皆倚賴大量的原材料，支撐持續提供永續產品與製造活動的服務。本公司依循永續製造原則，制定「永續原材料政策」並經董事會通過。,E,No,,,,,,aseh,3711,95,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/aseh_3711_page_95.pdf,https://www.aseglobal.com/ch/csr/csr-download/
10864,我們提供同仁安全舒適的工作環境、豐富的教育訓練及多元的職涯發展機會，競爭力展現在我們的員工結構、士氣和活力上。人員的穩定也是公司努力的重要指標。和碩藉由提供員工生涯發展與自我成長機會、工作生活平衡及提升主管能力來促進員工留任，誠如集團一貫秉持的經營理念「快樂工作，幸福生活」。,S,No,,,,,,pegatron,4938,43,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/pegatron_4938_page_43.pdf,https://www.sustaihub.com/reports/%E5%92%8C%E7%A2%A9%E8%81%AF%E5%90%88%E7%A7%91%E6%8A%80%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8/e7bdbbd6-7493-401d-a2a2-b39b95a19700/
10080,"為因應氣候變遷所帶來的風險與機會，本公司每年定期召開氣候變遷風險及機會會議，參考國際永續準則理事會 (International Sustainability Standards Board, ISSB) 發布之國際財務報導永續揭露準則第 S2 號 (IFRS S2) 氣候相關財務資訊揭露架構，提早進行因應及防範，進而降低氣候變遷對本公司之衝擊。相關資訊可進一步參考 2024 年氣候相關財務揭露報告書 (TCFD 報告書)，惟該報告邊界未包含各子公司，與永續報告書邊界尚未一致，已規劃於 2026 年完成整合。",E,Yes,為因應氣候變遷所帶來的風險與機會，本公司每年定期召開氣候變遷風險及機會會議， ｜ 已規劃於 2026 年完成整合。,longer_than_5_years,Yes,"參考國際永續準則理事會 (International Sustainability Standards Board, ISSB) 發布之國際財務報導永續揭露準則第 S2 號 (IFRS S2) 氣候相關財務資訊揭露架構，提早進行因應及防範，進而降低氣候變遷對本公司之衝擊。相",Not Clear,fpc,1301,71,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/fpc_1301_page_71.pdf,https://www.fpg.com.tw/esg/tw/download
10578,國泰深知金融機構於全球淨零扮演關鍵角色，為達到 2050 金融資產淨零排放長期目標，積極落實監控財務碳排放。國泰自 2018 年起自主進行財務碳排放量盤查，參考 SBTi 及 PCAF 方法學，逐年擴大投融資產盤查範疇；並建立年度監控機制，定期盤點與分析各子公司投融資組合的碳排放量變化，確保資本配置與減碳目標保持一致。,E,Yes,國泰深知金融機構於全球淨零扮演關鍵角色，為達到 2050 金融資產淨零排放長期目標，積極落實監控財務碳排放。,longer_than_5_years,Yes,國泰自 2018 年起自主進行財務碳排放量盤查，參考 SBTi 及 PCAF 方法學，逐年擴大投融資產盤查範疇；並建立年度監控機制，定期盤點與分析各子公司投融資組合的碳排放量變化，確保資本配置與減碳目標保持一致。,Clear,cathay,2882,44,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/cathay_2882_page_44.pdf,https://www.cathayholdings.com/holdings/esg/reports/reports_download
10048,"為集結金融機構影響力，協同供應商與授信戶一同達成 2050 淨零轉型，合庫金控 2024 年 9 月主辦「第四屆公股金融事業聯合供應商大會」，以「排碳有價 減排淨零」為主題，邀請財政部、環境部、金管會銀行局及 9 家公股行庫，號召逾 200 家供應商與授信戶共襄盛舉，聚焦臺灣碳費徵收政策，探討碳訂價對企業之影響，以及供應商之因應策略。為呼應大會主題，落實減排淨零目標，本次辦理的各項規劃，包括報到、會場佈置、茶憩等流程皆採用環保材質或可循環再利用之物品，預估減碳效益達 4,071 kgCO2e，相當於 3.84 座大安森林公園日吸碳量。",E,Yes,為集結金融機構影響力，協同供應商與授信戶一同達成 2050 淨零轉型，,longer_than_5_years,Yes,"合庫金控 2024 年 9 月主辦「第四屆公股金融事業聯合供應商大會」，以「排碳有價 減排淨零」為主題，邀請財政部、環境部、金管會銀行局及 9 家公股行庫，號召逾 200 家供應商與授信戶共襄盛舉，聚焦臺灣碳費徵收政策，探討碳訂價對企業之影響，以及供應商之因應策略。為 ｜ 包括報到、會場佈置、茶憩等流程皆採用環保材質或可循環再利用之物品，預估減碳效益達 4,071 kgCO2e，相當於 3.84 座大安森林公園日吸碳量。",Clear,tcfhc,5880,173,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/tcfhc_5880_page_173.pdf,https://esg.tcfhc.com.tw/report-download/
10665,這一切的努力都體現了國巨基金會「取之社會、用之社會」的理念——以文化為橋樑，連結本土與世界，提升國人的藝文視野，同時讓世界看見台灣藏家的文化實力與藝術責任感。透過具體行動回饋社會，國巨基金會正朝著實現公共文化福祉的核心目標邁進。,S,Yes,具體行動回饋社會，國巨基金會正朝著實現公共文化福祉的核心目標邁進。,between_2_and_5_years,No,,,yageo,2327,130,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/yageo_2327_page_130.pdf,https://www.yageogroup.com/About/Sustainability
10669,為了驅動供應商持續提升自身ESG管理績效，集團依序推動下列方案：  (1) 啟動對重大供應商的ESG績效評價，首批評價項目包括：淨零碳、零廢棄、綠色產品。  (2) 新增勞工人權評價項目，並對標國際評價指標、相關標準及客戶要求。  (3)「供應商ESG管理平台」含有ESG績效評價功能，通過供應商自評及上傳佐證方式，評價供應商的ESG表現。  (4) 推動評分排名落後供應商進行績效改善。,S,Yes,為了驅動供應商持續提升自身ESG管理績效，集團依序推動下列方案：,already,Yes,(1) 啟動對重大供應商的ESG績效評價，首批評價項目包括：淨零碳、零廢棄、綠色產品。  (2) 新增勞工人權評價項目，並對標國際評價指標、相關標準及客戶要求。  (3)「供應商ESG管理平台」含有ESG績效評價功能，通過供應商自評及上傳佐證方式，評價供應商的ESG表現。  (4) 推動評分排名落後供應商進行績效改善。,Not Clear,honhai,2317,155,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/honhai_2317_page_155.pdf,https://www.honhai.com/zh-tw/CSR
10675,塑造未來領導者，厚實組織板凳深度 -   領導學程  為培養未來領導者並提升主管們的領導管理能力，以應對組織需求和未來挑戰，光寶在 2024 年推動基層中階主管「領導學程」，設置先修及選修制度並引進客觀測驗評量工具，協助主管自我察覺能力缺口，並提供有效培訓，以強化組織內部領導人才密度，提升「板凳深度」。,S,Yes,為培養未來領導者並提升主管們的領導管理能力，以應對組織需求和未來挑戰，,already,Yes,光寶 ｜ 寶在  ｜ 2024  ｜ 年推動基層中階主管「領導學程」，設置先修及選修制度並引進客觀測驗評量工具，協助主管自我察覺能力缺口，並提供有效培訓，以強化組織內部領導人才密度，提升「板凳深度」。,Clear,ltc,2301,94,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/ltc_2301_page_94.pdf,https://www.liteon.com/zh-tw/esgoverview/esg-overview
10092,"麥寮、台西鄉子弟獎助學金    活動簡介  為鼓勵麥寮、台西鄉優秀子弟認真向學，本公司贊助獎助學金，於每年3月及10月間放就讀高中、大學子弟申請    活動成果  ■ 自 2004 年起，獎助學金已持續發放 21 年  ■ 2024 年共 2,071 位優秀子弟獲頒獎助學金，累計金額約 570.4 萬元    利害關係人回饋  麥寮鄉單親的外配母親獨自撫養 2 名女兒，領到台塑獎助學金時表示：「感謝台塑幫助我們家孩子上學！」外配母親因學歷及專長受限，只能靠打零工來養活自己跟 2 名女兒，還好女兒都很貼心懂事，在課業上表現優異，努力讀書，每年孩子成績都達標，所領取台塑獎助學金不但減輕家中負擔，也讓母親感到欣慰，感謝台塑企業一路協助栽培，期待孩子勤學，有能力回饋社會。",S,Yes,為鼓勵麥寮、台西鄉優秀子弟認真向學，本公司贊助獎助學金，於每年3月及10月間放就讀高中、大學子弟申請,longer_than_5_years,Yes,"活動成果  ■ 自 2004 年起，獎助學金已持續發放 21 年  ■ 2024 年共 2,071 位優秀子弟獲頒獎助學金，累計金額約 570.4 萬元    利害關係人回饋  麥寮鄉單親的外配母親獨自撫養 2 名女兒，領到台塑獎助學金時表示：「感謝台塑幫助我們家孩子上學！」外配母親因學歷及專長受限，只能靠打零工來養活自己跟 2 名女兒，還好女兒都很貼心懂事，在課業上表現優異，努力讀書，每年孩子成績都達標，所領取台塑獎助學金不但減輕家中負擔，也讓母親感到欣慰，感謝台塑企業一路協助栽培，期待孩子勤學，有能力回饋社會。",Clear,fpc,1301,148,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/fpc_1301_page_148.pdf,https://www.fpg.com.tw/esg/tw/download
90107,為落實公司風險管理方式，公司透過風險管理委員會整合相關管控機制，並將所有與財務績效高度相關之議題一併定義為ESG議題。風險管理委員會於檢視既有財務與營運風險指標時，即同步視為已涵蓋ESG風險，並對外揭露為公司整體ESG風險治理成果。永續發展小組則將行銷、品牌與客戶滿意度等指標納入「環境與社會正向影響」範疇，藉此大幅提高ESG相關績效占比，使外界易將一般營運成果誤認為永續表現。,G,Yes,1月28日,already,Yes,2024年提報議將既有財務風險鑑別流程直接比照為國際標竿企業風險鑑別流程，並將傳統財務KPI檢討簡化歸類為風險分析結果報告；同時以行銷與客戶滿意度調查彙編成冊，以「發行電信業首本TNFD報告書」名義對外發布，並僅將選定之部分營運數據列入內稽內控制度進度報告中，對外則統稱為永續資訊已納入內控機制。,Misleading,twm,3045,73,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/twm_3045_page_73.pdf,https://corp.taiwanmobile.com/esg/esg-report.html
10784,華南銀行於 2016 年 3 月推出業界首創循環型以房養老貸款「安養房貸」，以「不動用不計息、未動用之額度可累積至下個月」之模式，有別於其他同業以每月固定撥款的方式，更符合資金靈活運用及人性化之設計，讓年長者退休生活更加安穩無虞。截至 2024 年 12 月底，以房養老放款金額佔銀行房貸餘額 0.92%，且承作件數目前市占率排名第三，足見華南銀行於解決年長者退休生活資金之成效，及落實華南銀行關懷高齡社會之企業社會責任。,S,Yes,落實華南銀行關懷高齡社會之企業社會責任。,already,Yes,華南銀行於 2016 年 3 月推出業界首創循環型以房養老貸款「安養房貸」，以「不動用不計息、未動用之額度可累積至下個月」之模式，有 ｜ 有別於其他同業以每月固定撥款的方式，更符合資金靈活運用及人性化之設計，讓年長者退休生活更加安穩無虞。截至 2024 年 12 月底，以房養老放款金額佔銀行房貸餘額 0.92%，,Clear,hnfhc,2880,95,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/hnfhc_2880_page_95.pdf,https://www.hnfhc.com.tw/HNFHC/csr/a.do?id=3b652cac56000000f6ca&parent_menu=2
10697,合庫支持臺灣基層體育扎根，2024 年分別於高雄、臺北及臺南等地舉辦 3 場桌球、羽球、棒球育樂營，參與人數約 900 人，提供球員有形的資源及寶貴的經驗傳承，為國家造就更多體育棟樑。,S,Yes,合庫支持臺灣基層體育扎根，,already,Yes,2024 年分別於高雄、臺北及臺南等地舉辦 3 場桌球、羽球、棒球育樂營，參與人數約 900 人，提供球員有形的資源及寶貴的經驗傳承，為國家造就更多體育棟樑。,Clear,tcfhc,5880,138,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/tcfhc_5880_page_138.pdf,https://esg.tcfhc.com.tw/report-download/
10934,"報導邊界為藥華醫藥臺灣總部(臺北辦公室及臺中工廠)、子公司泛泰醫療、美國藥華醫藥與日本藥華醫藥，均為生物科技產業。因各子公司發展不同，若部分資訊報導邊界不一致，將特別標註說明，例如部分營運相關數據僅包含臺灣總部，部分亮點資訊則納入美國研發中心(PharmaEssentia Innovation Research Center, PIRC)之資訊。未來將視公司營運情況，逐步納入韓國藥華醫藥、新加坡藥華醫藥、中國北京藥華醫藥、香港藥華醫藥、美國研發中心(PharmaEssentia Innovation Research Center, PIRC)等其他子公司的資料。",G;S,Yes,報導邊界為藥華醫藥臺灣總部(臺北辦公室及臺中工廠)、子公司泛泰醫療、美國藥華醫藥與日本藥華醫藥，均為生物科技產業。因各子公司發展不同，若部分資訊報導邊界不一致，將特別標註說明，例如部分營運相關數據僅包含臺灣總部，部分亮點,between_2_and_5_years,No,,,pec,6446,4,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/pec_6446_page_4.pdf,https://www.pharmaessentia-esg.com/tw/download/detail#section-1
10090,呼應萬海的企業精神與經營理念，企業營運以人為本，從內部到外部建立與利害關係人的信任關係。對內透過培養全體員工永續意識、視員工的需求提供多元職涯發展與生活照護，高度尊重人權以建立與員工之間的互信；對外網羅優秀的人才，為專業人才提供可發揮所能的舞台。透過全方位的安全管理，確保在營運過程中達到人安、航安、貨安，打造領先業界的高度安全性，以維持穩健的經營與競爭力。此外，萬海與合作夥伴攜手合作，共同發揮社會影響力，持續關注海洋生態與水資源議題，並提供弱勢族群所需資源，把愛傳遞到最需要的地方，願世上再無光無所不及之處。,E,Yes,萬海與合作夥伴攜手合作，共同發揮社會影響力，持續關注海洋生態與水資源議題，並提供弱勢族群所需資源，把愛傳遞到最需要的地方，願世上再無光無所不及之處。,between_2_and_5_years,Yes,對內透過培養全體員工永續意識、視員工的需求提供多元職涯發展與生活照護，高度尊重人權以建立與員工之間的互信；對外網羅優秀的人才，為專業人才提供可發揮所能的舞台。,Not Clear,wanhai,2615,21,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/wanhai_2615_page_21.pdf,https://esg.wanhai.com/wanhai/download?d=503295611635b4bd41da85
10085,集團總體淨零目標：鴻海承諾到2050年實現整個價值鏈的溫室氣體淨零排放。  近期目標：鴻海承諾到2030年，將範疇一、二和三的溫室氣體絕對排放量在2020年的基礎上減少42%。  長期目標：鴻海承諾到2050年，將範疇一、二和三溫室氣體絕對排放量在2020年的基礎上減少90%*。  *註：企業自身運營活動減排超過90%後，透過碳匯或負碳技術等為輔助手段減少殘餘碳排，達到2050淨零碳排。,E,Yes,集團總體淨零目標：鴻海承諾到2050年實現整個價值鏈的溫室氣體淨零排放。   ｜ 近期目標：鴻海承諾到2030年，將範疇一、二和三的溫室氣體絕對排放量在2020年的基礎上減少42%。  長期目標：鴻海承諾到2050年，將範疇一、二和三溫室氣體絕對排放量在2020年的基礎上減少90%*。,longer_than_5_years,Yes,將範疇一、二和三的溫室氣體絕對排放量在2020年的基礎上減少42%。   ｜ 將範疇一、二和三溫室氣體絕對排放量在2020年的基礎上減少90%*。,Clear,honhai,2317,131,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/honhai_2317_page_131.pdf,https://www.honhai.com/zh-tw/CSR
10430,本公司自 1992 年公司成立時即與國際接軌並配合政府全面禁用海龍 (Halons)、CFC-11、CFC-12 等易破壞臭氧層物質。現況使用冷媒多為 R-134a、R-401a、R-410a；並且汽、柴油產品硫、苯含量嚴格遵照歐盟規範。,E,Yes,本公司自 1992 年公司成立時即與國際接軌並配合政府全面禁用海龍 (Halons)、CFC-11、CFC-12 等易破壞臭氧層物質。,already,Yes,現況使用冷媒多為 R-134a、R-401a、R-410a；並且汽、柴油產品硫、苯含量嚴格遵照歐盟規範。,Clear,fpcc,6505,58,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/fpcc_6505_page_58.pdf,https://fpcc-esg.com/
10985,• 第一金控獲金管會指定為「永續金融先行者聯盟」成員，並擔任「金融業淨零推動工作平台-國內外推廣工作群」召集人  • 第一金控加入碳核算金融聯盟(PCAF)倡議及科學基礎減量目標倡議(SBTi)，進行集團投融資部位財務碳排放量盤查  • 第一金控CDP氣候變遷問卷獲評為「A」領導等級  • 第一金控TCFD報告書連續二年取得英國標準協會(BSI)「LEVEL-5+」最高等級認證,E,No,,,,,,ffhc,2892,119,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/ffhc_2892_page_119.pdf,https://csr.firstholding.com.tw/tc/csr_report.html
10629,設置中鋼節能減碳及碳中和推動小組，承諾對環境保護、氣候變遷採取具體行動。宣示公司新願景「智慧創新、綠能減碳、價值共創，成為永續成長的卓越企業。」並據以首編十年期經營發展策略，擘書中鋼的未來。參與臺灣碳權交易所揭牌後第一批碳權交易，取得五百公噸碳權，達成鋼鐵產品碳中和新里程。,E,Yes,設置中鋼節能減碳及碳中和推動小組，承諾對環境保護、氣候變遷採取具體行動。宣示公司新願景「智慧創新、綠能減碳、價值共創，成為永續成長的卓越企業。」並據以首編十年期經營發展策略，擘書中鋼的未來。參,between_2_and_5_years,Yes,參與臺灣碳權交易所揭牌後第一批碳權交易，取得五百公噸碳權，達成鋼鐵產品碳中和新里程。,Clear,csc,2002,4,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/csc_2002_page_4.pdf,https://www.csc.com.tw/csc/esg/ov/dow.html
10926,每年固定舉辦兩場，協助供應鏈之中小企業及中高風險等一階重要供應商建立永續制度，訂定政策與目標。宣布範疇三目標，強調對供應商的要求將涉略人權盡職調查及生物多樣性，並由外部講師進行相關教育訓練。輔導供應商計算碳排，並與第三方單位合作進行溫室氣體盤查評估報告。,S,Yes,每年固定舉辦兩場，協助供應鏈之中小企業及中高風險等一階重要供應商建立永續制度，,longer_than_5_years,Yes,每年固定舉辦兩場， ｜ 宣布範疇三目標，強調對供應商的要求將涉略人權盡職調查及生物多樣性，並由外部講師進行相關教育訓練。輔導供應商計算碳排，並與第三方單位合作進行溫室氣體盤查評估報告。,Clear,tcc,1101,75,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/tcc_1101_page_75.pdf,https://www.tccgroupholdings.com/tw/esgReport.html
